Gesamtübersicht: Daten zum Kriminalitätsatlas (PKS 2015),,,,,,,,,,,,,,,,,,
Fallzahlen der Bezirke und Bezirksregionen,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
LOR-Schlüssel (Bezirksregion),Bezeichnung (Bezirksregion),"Straftaten 
-insgesamt-",Raub,"Straßenraub,
Handtaschen-raub","Körper-verletzungen 
-insgesamt-",Gefährl. und schwere Körper-verletzung,"Freiheits-beraubung, Nötigung,
Bedrohung, Nachstellung","Diebstahl 
-insgesamt-",Diebstahl von Kraftwagen,"Diebstahl 
an/aus Kfz","Fahrrad-
diebstahl","Wohnraum-
einbruch","Branddelikte 
-insgesamt-","Brand-
stiftung",Sach-beschädigung -insgesamt-,Sach-beschädigung durch Graffiti,Rauschgift-delikte,Kieztaten
034006,Schönholz/Wilhelmsruh/Rosenthal,"1,061",6,1,56,7,31,564,20,155,74,67,9,4,108,20,8,175
034007,Pankow Zentrum,"3,902",38,22,231,51,90,"2,280",52,195,634,89,13,5,399,115,42,787
034008,Pankow Süd,"2,784",33,20,163,33,70,"1,533",52,222,336,73,11,7,274,77,36,828
035009,Weißensee,"4,196",21,7,335,73,135,"2,411",87,307,354,97,17,2,465,95,45,"1,179"
035010,Weißensee Ost,"1,458",5,1,135,25,45,712,25,135,84,46,9,3,167,45,33,364
036011,Prenzlauer Berg Nordwest,"3,863",43,24,206,60,46,"2,348",39,210,432,58,21,10,310,115,68,"1,156"
036012,Prenzlauer Berg Nord,"3,962",24,8,190,40,54,"2,619",86,207,541,56,9,4,246,79,30,"1,199"
036013,Helmholtzplatz,"3,040",6,3,126,35,40,"2,110",32,98,323,69,5,3,279,96,19,"1,200"
036014,Prenzlauer Berg Ost,"4,798",31,16,232,52,72,"2,818",57,424,389,76,17,9,525,258,43,783
037015,Prenzlauer Berg Südwest,"4,031",17,9,285,80,51,"2,511",59,217,385,116,10,4,394,136,46,"1,200"
037016,Prenzlauer Berg Süd,"3,578",13,8,148,34,52,"2,376",79,326,351,96,14,10,332,103,17,"1,249"
039900,"Bezirk (Pk), nicht zuzuordnen","1,056",32,21,47,7,36,470,57,200,145,1,8,4,21,0,60,162
040000,Charlottenburg-Wilmersdorf,"56,593",536,288,"3,805",880,"1,355","30,622",741,"4,499","3,824","1,567",145,64,"3,489",653,885,"10,407"
041001,Charlottenburg Nord,"2,943",24,11,234,39,116,"1,193",53,335,68,72,13,4,223,10,160,676
042002,Heerstraße,"2,141",11,7,150,40,39,873,39,256,79,110,10,3,153,40,24,312
042003,Westend,"4,792",24,12,228,52,123,"2,943",80,347,181,141,22,7,297,27,13,742
043004,Schloss Charlottenburg,"5,548",50,30,421,104,158,"2,852",68,349,502,145,12,4,424,92,121,"1,124"
043005,Mierendorffplatz,"2,248",20,10,156,46,58,"1,023",28,211,123,47,12,7,146,19,30,382
043006,Otto-Suhr-Allee/Kantstraße,"11,056",110,52,673,165,221,"5,961",48,462,730,189,20,9,614,59,194,"1,857"
044007,Grunewald,"1,768",10,6,130,28,67,"1,001",48,317,82,185,9,5,172,49,11,428
044008,Schmargendorf,"2,362",14,7,145,15,58,"1,435",73,326,302,114,6,4,193,30,14,511
045009,Halensee,"4,275",28,14,222,47,100,"2,291",70,356,297,159,8,5,250,47,55,828
045010,Lietzenburger Straße,"13,634",143,67,"1,065",280,239,"7,512",95,716,590,222,25,11,637,177,148,"2,255"
045011,Volkspark Wilmersdorf,"5,690",60,39,340,54,125,"3,213",89,558,738,183,7,3,380,103,66,"1,132"
049900,"Bezirk (Ch-Wi), nicht zuzuordnen",136,42,33,41,10,51,325,50,266,132,0,1,2,0,0,49,160
050000,Spandau,"26,747",269,142,"2,622",577,"1,074","11,832",369,"1,755",924,586,153,64,"2,260",357,493,"6,631"
051001,Hakenfelde,"1,713",15,9,192,27,89,826,29,149,71,45,13,7,184,15,15,558
051002,Falkenhagener Feld,"3,120",31,17,401,85,180,"1,285",39,176,142,93,28,9,331,23,36,"1,127"
051003,Spandau Mitte,"6,555",101,55,629,159,254,"2,673",64,307,196,89,26,12,528,96,175,"1,607"
052004,Brunsbütteler Damm,"1,663",16,6,159,28,76,814,36,123,65,63,15,5,177,11,10,437
052005,Heerstraße,"2,630",22,14,337,81,128,"1,079",31,192,58,77,21,12,298,86,23,814
052006,Wilhelmstadt,"6,218",29,13,480,95,164,"2,539",39,286,185,75,15,5,406,81,144,941
053007,Haselhorst,"1,952",21,7,156,29,67,997,57,143,72,38,10,5,115,13,20,484
053008,Siemensstadt,"1,902",15,6,129,29,50,989,35,131,78,40,13,5,117,22,14,366
054009,Gatow/Kladow,994,4,1,105,28,39,489,14,139,35,65,11,4,104,10,2,204
059900,"Bezirk (Sp), nicht zuzuordnen",0,15,14,34,16,27,141,25,109,22,1,1,0,0,0,54,93
060000,Steglitz-Zehlendorf,"25,128",180,98,"1,596",315,740,"13,437",495,"2,481","2,352","1,281",86,34,"2,457",651,356,"4,478"
061001,Schloßstraße,"4,294",25,13,202,40,63,"2,517",26,212,349,64,6,2,217,56,33,463
061002,Albrechtstraße,"3,098",32,21,233,47,124,"1,408",95,298,229,133,8,7,364,62,46,790
062003,Lankwitz,"2,550",19,11,268,54,108,970,44,207,109,104,7,0,298,52,77,614
062004,Ostpreußendamm,"2,468",16,7,193,45,80,"1,222",40,231,230,165,18,7,291,98,36,496
063005,Teltower Damm,"2,612",16,10,151,30,74,"1,442",50,247,438,132,12,6,260,70,42,416
063006,Drakestraße,"3,623",18,10,203,28,100,"1,917",91,410,267,199,10,3,261,50,41,560
064007,Zehlendorf Südwest,"2,311",15,7,135,29,61,"1,186",46,221,195,136,6,1,313,109,17,340
064008,Zehlendorf Nord,"3,950",25,13,193,41,94,"2,517",90,575,454,345,15,6,453,154,38,724
069900,"Bezirk (St-Zd), nicht zuzuordnen",222,14,6,18,1,36,258,13,80,81,3,4,2,0,0,26,75
070000,Tempelhof-Schöneberg,"41,545",425,247,"3,119",709,"1,186","20,377",577,"2,967","2,917","1,044",171,58,"3,409",702,900,"7,933"
071001,Schöneberg Nordwest,"6,912",122,76,571,161,138,"3,650",24,266,309,116,13,5,383,76,205,"1,376"
071002,Schöneberg Nordost,"3,074",37,24,247,66,93,"1,520",43,239,326,111,13,6,282,75,58,684
072003,Schöneberg Südwest,"2,124",16,12,189,45,57,"1,081",27,156,275,53,1,0,151,22,79,476
072004,Schöneberg Südost,"5,734",41,15,374,92,104,"2,551",29,254,451,104,10,5,417,109,99,913
073005,Friedenau West,"2,570",19,12,109,11,62,"1,605",31,167,361,48,5,2,183,76,26,336
073006,Friedenau Ost,"1,885",17,10,121,21,52,"1,014",45,200,184,51,5,3,159,32,17,350
074007,Tempelhof Nord,"2,518",10,7,172,42,73,828,26,158,156,35,17,5,244,36,151,460
074008,Tempelhof Südwest,"3,972",24,7,320,68,120,"1,758",54,301,209,57,28,5,366,94,27,732
074009,Tempelhof Südost,"3,142",17,7,186,40,86,"1,311",49,247,74,34,11,1,212,28,33,452
075010,Mariendorf Nord,"2,359",22,12,179,46,56,"1,255",45,244,88,56,12,6,209,32,32,453
075011,Mariendorf Süd,"1,716",16,9,114,25,44,833,38,181,85,62,10,5,161,8,37,314
076012,Marienfelde Nord,"1,217",9,6,122,27,48,548,14,116,79,67,7,1,126,19,16,258
076013,Marienfelde Süd,"1,248",8,3,101,19,46,605,15,71,40,23,11,4,130,9,26,283
076014,Lichtenrade Nord,"1,105",8,5,110,18,54,474,40,98,33,131,6,2,114,14,11,262
076015,Lichtenrade Süd,"1,969",22,13,177,28,102,761,80,125,112,96,22,7,272,72,49,440
079900,"Bezirk (Th-Sb), nicht zuzuordnen",0,37,29,27,0,51,583,17,144,135,0,0,1,0,0,34,144
080000,Neukölln,"47,014",582,326,"3,762","1,018","1,367","21,690",541,"3,226","2,383","1,182",253,108,"4,161",670,"1,683","9,854"
081001,Schillerpromenade,"5,444",91,52,450,134,142,"2,232",30,349,252,101,25,10,497,120,803,"1,136"
081002,Neuköllner Mitte/Zentrum,"10,325",92,42,780,247,220,"4,805",56,413,341,157,30,11,685,123,202,"1,760"
081003,Reuterstraße,"7,075",106,50,465,132,149,"3,332",30,259,540,159,27,13,504,123,192,"1,298"
081004,Rixdorf,"5,623",77,45,498,145,182,"2,732",51,344,453,199,26,13,534,83,182,"1,497"
081005,Köllnische Heide,"2,710",32,17,242,57,97,"1,209",46,315,58,42,19,10,410,51,54,628
082006,Britz Nord,"2,629",27,15,227,62,109,"1,088",36,283,81,55,15,9,171,20,43,580
082007,Britz,"2,877",27,12,201,44,67,"1,241",35,258,151,83,13,7,220,38,73,473
082008,Buckow,"1,694",11,5,173,36,85,746,55,215,62,108,15,10,172,25,14,442
083009,Gropiusstadt West,"2,997",29,19,209,47,74,"1,384",26,125,102,34,27,4,485,36,20,618
083010,Gropiusstadt Ost,"1,292",17,15,160,44,62,592,32,88,84,25,13,5,113,8,11,488
084011,Buckow Nord,965,11,5,94,15,32,430,15,77,36,37,6,5,49,1,11,196
084012,Rudow,"2,898",28,20,216,43,112,"1,328",99,349,165,182,29,11,311,42,36,601
089900,"Bezirk (Nk), nicht zuzuordnen",485,34,29,47,12,36,571,30,151,58,0,8,0,10,0,42,137
090000,Treptow-Köpenick,"24,129",197,98,"1,864",437,730,"11,706",460,"1,760","2,079",709,155,70,"2,468",595,517,"4,798"
091001,Alt-Treptow,"2,287",53,35,154,51,50,"1,273",29,87,286,39,5,4,191,62,140,461
091002,Plänterwald,"1,894",6,3,61,7,39,689,52,135,60,24,5,1,128,27,7,280
091003,Baumschulenweg,"1,617",14,5,122,20,47,908,43,155,111,74,7,2,154,32,25,348
091004,Johannisthal,"1,275",11,4,96,18,44,604,29,99,76,61,11,7,102,15,21,253
092005,Oberschöneweide,"2,197",16,6,271,80,92,973,46,166,114,39,17,4,269,46,54,608
092006,Niederschöneweide,"1,896",10,5,118,23,39,932,17,66,123,20,12,6,207,107,39,257
092007,Adlershof,"1,933",21,7,125,24,46,"1,081",28,127,169,24,12,6,169,36,25,287
092008,Köllnische Vorstadt/Spindlersfeld,794,3,2,104,24,33,322,17,36,74,9,4,3,109,30,20,243
093009,Altglienicke,"1,266",7,4,112,28,53,679,54,125,88,102,7,2,132,16,16,327
093010,Bohnsdorf,840,9,2,43,13,31,436,17,90,38,89,4,1,77,8,21,119
093011,Grünau,596,2,2,29,10,16,293,10,44,72,22,3,2,142,87,2,118
093012,Schmöckwitz,241,0,0,21,5,6,128,4,25,9,38,2,2,29,2,1,46
094013,Köpenick Süd,527,0,0,36,7,17,252,21,50,55,13,16,1,66,1,5,109
094014,Allende-Viertel,880,5,3,123,23,34,381,21,59,69,6,4,4,77,3,15,213
094015,Altstadt Köpenick,607,0,0,81,17,33,218,5,36,55,4,10,7,79,7,14,170
094016,Müggelheim,240,0,0,30,4,17,99,1,28,7,13,2,2,32,1,2,64
095017,Friedrichshagen,"1,168",7,2,57,12,29,693,26,110,253,22,9,4,143,34,4,194
095018,Rahnsdorf,606,1,0,44,12,16,326,7,67,102,52,6,3,71,15,5,81
095019,Dammvorstadt,"2,088",16,9,195,51,40,785,6,51,127,15,5,3,183,52,80,401
095020,Köpenick Nord,938,3,0,42,8,29,346,12,60,97,41,4,1,108,14,2,171
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",239,13,9,0,0,19,288,15,144,94,2,10,5,0,0,19,48
100000,Marzahn-Hellersdorf,"23,245",222,121,"2,841",534,875,"9,624",584,"1,941",995,684,186,44,"2,655",505,367,"5,720"
101001,Marzahn Nord,"1,961",26,16,341,56,106,641,43,113,82,21,24,8,259,57,39,631
101002,Marzahn Mitte,"4,894",50,26,670,133,180,"1,887",135,447,128,62,39,9,494,54,69,"1,255"
101003,Marzahn Süd,"3,900",39,18,333,64,91,"1,774",126,383,87,112,25,6,379,59,44,722
102004,Hellersdorf Nord,"4,085",33,16,606,106,200,"1,591",73,262,122,47,28,4,537,108,81,"1,257"
102005,Hellersdorf Ost,"1,678",14,8,236,42,83,574,32,127,76,14,12,3,269,54,45,507
102006,Hellersdorf Süd,"1,856",22,14,246,36,79,626,41,124,70,32,32,3,205,51,33,506
103007,Biesdorf,"2,252",11,6,139,28,60,"1,312",46,220,180,169,10,2,199,48,25,310
104008,Kaulsdorf,"1,120",3,1,97,19,22,545,27,95,98,102,3,3,109,19,16,170
104009,Mahlsdorf,"1,255",4,2,75,13,34,663,43,109,128,124,7,3,161,55,9,183
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",244,20,14,98,37,20,11,18,61,24,1,6,3,43,0,6,179
110000,Lichtenberg,"25,619",212,110,"2,351",502,645,"12,785",735,"2,133","1,854",730,148,58,"2,542",568,387,"5,669"
111001,Malchow,287,4,2,29,4,9,145,3,17,17,11,2,1,27,3,2,55
111002,Neu-Hohenschönhausen Nord,"1,865",13,8,310,54,67,710,81,133,88,17,20,7,208,28,43,609
111003,Neu-Hohenschönhausen Süd,"1,976",18,5,280,60,64,912,62,113,90,38,15,4,175,15,35,558
112004,Alt-Hohenschönhausen Nord,"1,710",16,6,138,38,38,929,16,104,67,107,5,2,145,8,16,333
112005,Alt-Hohenschönhausen Süd,"2,630",19,7,230,43,57,"1,494",124,325,191,102,11,4,235,39,20,674
113006,Fennpfuhl,"2,978",24,14,184,35,65,"1,450",103,326,224,90,12,5,326,80,36,584
113007,Alt-Lichtenberg,"4,240",36,20,346,90,104,"2,096",72,324,247,96,25,13,370,110,37,820
113008,Frankfurter Allee Süd,"1,880",16,6,139,26,21,782,25,113,124,28,11,5,147,46,74,304
114009,Neu-Lichtenberg,"3,197",24,15,262,51,63,"1,674",62,201,299,63,14,6,376,112,50,681
114010,Friedrichsfelde Nord,"1,324",10,3,148,36,27,603,51,106,61,52,7,1,123,33,14,306
114011,Friedrichsfelde Süd,"1,567",8,6,134,28,51,712,43,104,109,50,9,4,210,51,11,342
115012,Rummelsburger Bucht,417,2,2,39,15,8,230,10,27,40,16,1,0,51,17,12,90
115013,Karlshorst,"1,548",6,2,112,22,48,862,49,143,227,60,14,5,149,26,22,284
119900,"Bezirk (Lb), nicht zuzuordnen",0,16,14,0,0,23,186,34,97,70,0,2,1,0,0,15,29
120000,Reinickendorf,"30,801",325,163,"2,891",653,"1,152","13,835",372,"2,452","1,232",823,131,50,"2,600",649,869,"6,959"
121001,Ost 1 - Reginhardstraße,"3,231",39,17,427,99,148,"1,150",39,200,124,74,17,7,280,28,89,926
121002,Ost 2 - Alt-Reinickendorf,"3,498",42,24,305,68,119,"1,583",42,346,160,68,19,6,318,65,131,807
122003,West 4 - Auguste-Viktoria-Allee,"3,408",29,13,372,88,135,"1,616",35,199,117,58,9,4,302,52,54,951
122004,West 1 - Tegel-Süd/Flughafensee,"3,885",12,5,199,42,105,864,28,180,36,47,8,3,130,13,216,447
122005,West 5 - Tegel,"2,053",17,9,181,50,41,"1,051",3,54,115,27,3,0,161,53,54,408
124006,West 2 - Heiligensee/Konradshöhe,"1,328",5,1,92,19,44,570,25,154,83,112,7,4,190,47,25,209
124007,Nord 1 - Frohnau/Hermsdorf,"1,893",27,14,120,23,56,"1,036",36,323,188,191,6,3,219,52,31,314
125008,West 3 - Borsigwalde/Freie Scholle,"1,345",12,4,127,28,57,592,14,119,46,52,2,1,121,11,24,315
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,"4,388",42,25,344,73,137,"1,592",43,282,152,122,18,8,316,118,75,704
126010,Rollbergesiedlung,"1,185",22,7,111,21,55,414,15,81,25,29,3,3,255,191,16,225
126011,MV Nord,"3,366",42,24,371,97,134,"1,659",57,260,91,22,27,7,223,16,76,"1,109"
126012,MV Süd,"1,020",23,9,138,37,68,393,15,105,31,20,8,2,85,3,20,344
129900,"Bezirk (Rd), nicht zuzuordnen",201,13,11,104,8,53,"1,315",20,149,64,1,4,2,0,0,58,200
999900,"Stadtgebiet Berlin, nicht zuzuordnen","59,169",89,37,"1,323",362,677,"15,757",43,372,307,10,15,7,"1,691",649,577,"2,369"
999999,Berlin (PKS gesamt),"569,549","5,407","2,951","40,675","10,029","13,937","267,123","6,692","35,113","32,244","11,815","2,120",841,"41,954","9,894","15,753","102,589"
