Gesamtübersicht: Daten zum Kriminalitätsatlas (PKS 2020),,,,,,,,,,,,,,,,,,
Fallzahlen der Bezirke und Bezirksregionen,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
LOR-Schlüssel (Bezirksregion),Bezeichnung (Bezirksregion),"Straftaten 
-insgesamt-",Raub,"Straßenraub,
Handtaschen-raub","Körper-verletzungen 
-insgesamt-",Gefährl. und schwere Körper-verletzung,"Freiheits-beraubung, Nötigung,
Bedrohung, Nachstellung","Diebstahl 
-insgesamt-",Diebstahl von Kraftwagen,"Diebstahl 
an/aus Kfz","Fahrrad-
diebstahl","Wohnraum-
einbruch","Branddelikte 
-insgesamt-","Brand-
stiftung",Sach-beschädigung -insgesamt-,Sach-beschädigung durch Graffiti,Rauschgift-delikte,Kieztaten
039900,"Bezirk (Pk), nicht zuzuordnen",959,21,20,83,22,40,450,11,100,91,1,12,7,120,15,44,219
040000,Charlottenburg-Wilmersdorf,"48,423",394,247,"3,860",945,"1,440","22,004",471,"3,987","3,260","1,069",188,88,"3,928",869,"1,482","10,515"
041001,Charlottenburg Nord,"2,401",22,10,244,58,100,869,39,288,68,111,24,10,208,39,306,612
042002,Heerstraße,"1,231",4,2,123,29,56,470,24,119,68,62,16,8,182,64,26,290
042003,Westend,"3,126",26,13,223,46,124,"1,578",37,275,196,71,19,8,271,57,43,795
043004,Schloss Charlottenburg,"4,703",53,36,419,96,178,"2,028",29,360,412,101,26,11,555,176,146,"1,136"
043005,Mierendorffplatz,"1,900",22,14,204,42,71,727,24,177,121,30,7,3,184,31,83,482
043006,Otto-Suhr-Allee/Kantstraße,"8,205",71,44,666,167,239,"4,184",40,445,592,137,24,11,595,100,195,"1,685"
044007,Grunewald,"1,803",13,9,131,25,90,800,42,286,97,130,10,9,226,87,17,457
044008,Schmargendorf,"2,335",14,7,172,36,72,"1,266",52,266,232,60,14,9,219,23,33,510
045009,Halensee,"3,666",21,11,265,53,77,"2,020",46,502,244,69,7,4,309,37,59,820
045010,Lietzenburger Straße,"11,405",77,48,883,250,239,"4,772",63,655,595,149,21,6,649,167,261,"1,969"
045011,Volkspark Wilmersdorf,"6,354",44,33,395,99,143,"2,680",51,410,578,149,14,5,428,74,270,"1,469"
049900,"Bezirk (Ch-Wi), nicht zuzuordnen","1,294",27,20,135,44,51,610,24,204,57,0,6,4,102,14,43,290
050000,Spandau,"24,379",231,126,"2,860",644,"1,145","9,317",300,"1,416",885,441,191,69,"2,344",295,684,"6,634"
051001,Hakenfelde,"1,783",7,2,196,37,99,725,24,137,68,38,16,8,207,17,45,485
051002,Falkenhagener Feld,"3,111",42,24,419,79,188,"1,205",33,177,158,67,32,8,377,25,72,"1,208"
051003,Spandau Mitte,"5,263",62,38,636,168,260,"1,749",36,253,206,45,32,13,510,91,277,"1,412"
052004,Brunsbütteler Damm,"1,788",14,3,199,47,99,749,51,95,80,38,12,4,185,25,27,561
052005,Heerstraße,"2,284",14,8,359,89,135,892,48,133,58,72,32,14,203,10,42,775
052006,Wilhelmstadt,"5,370",50,26,549,121,175,"2,033",29,173,154,65,26,5,412,76,121,"1,118"
053007,Haselhorst,"1,707",12,6,199,36,58,651,31,162,35,40,17,9,139,19,40,402
053008,Siemensstadt,"1,660",13,6,150,38,61,734,17,176,67,20,12,1,154,22,34,341
054009,Gatow/Kladow,800,4,2,99,11,35,313,20,24,33,55,7,4,79,6,13,174
059900,"Bezirk (Sp), nicht zuzuordnen",613,13,11,54,18,35,266,11,86,26,1,5,3,78,4,13,158
060000,Steglitz-Zehlendorf,"22,879",178,116,"2,099",386,859,"10,190",313,"1,448","1,665",872,160,61,"2,969",877,495,"5,417"
061001,Schloßstraße,"3,252",37,23,226,47,81,"1,829",16,93,255,46,7,1,256,57,61,545
061002,Albrechtstraße,"3,165",19,14,256,46,137,"1,406",44,273,246,140,13,7,324,65,60,888
062003,Lankwitz,"2,820",17,5,366,65,142,"1,035",33,166,115,103,17,5,315,36,83,816
062004,Ostpreußendamm,"2,070",14,7,247,35,90,807,45,126,120,95,23,11,255,44,38,504
063005,Teltower Damm,"2,291",26,17,235,42,78,"1,027",24,119,198,90,17,3,302,83,66,563
063006,Drakestraße,"3,112",15,9,317,69,130,"1,454",73,208,181,118,14,6,370,67,38,849
064007,Zehlendorf Südwest,"2,194",19,16,178,35,67,787,20,127,144,89,30,14,509,311,56,388
064008,Zehlendorf Nord,"3,399",21,16,235,33,104,"1,563",46,255,347,191,30,6,568,199,79,742
069900,"Bezirk (St-Zd), nicht zuzuordnen",576,10,9,39,14,30,282,12,81,59,0,9,8,70,15,14,122
070000,Tempelhof-Schöneberg,"39,081",278,162,"3,222",748,"1,376","17,780",398,"2,551","2,409",600,177,86,"3,705",915,"1,324","9,410"
071001,Schöneberg Nordwest,"6,358",72,47,518,150,158,"3,150",18,247,425,44,21,7,356,68,297,"1,138"
071002,Schöneberg Nordost,"2,890",27,12,214,46,96,"1,230",21,161,312,36,13,5,280,99,132,577
072003,Schöneberg Südwest,"2,064",24,13,179,42,75,880,27,140,194,40,14,10,224,43,89,558
072004,Schöneberg Südost,"4,654",19,14,383,95,133,"1,763",31,175,351,40,18,8,441,174,187,850
073005,Friedenau West,"2,084",10,4,157,32,42,"1,126",14,78,274,44,5,3,211,67,38,497
073006,Friedenau Ost,"1,866",14,6,148,32,63,942,27,253,141,42,11,7,172,33,63,404
074007,Tempelhof Nord,"2,426",14,10,176,37,77,760,18,163,146,29,12,3,333,149,187,501
074008,Tempelhof Südwest,"3,497",18,7,313,64,123,"1,504",38,255,112,79,18,12,348,101,56,749
074009,Tempelhof Südost,"2,323",9,4,200,47,90,"1,082",33,221,60,33,13,7,234,20,50,498
075010,Mariendorf Nord,"2,489",16,8,246,52,140,"1,184",29,222,77,68,12,10,224,25,45,807
075011,Mariendorf Süd,"1,729",8,6,146,30,75,744,37,157,63,50,6,3,178,25,27,505
076012,Marienfelde Nord,"1,261",7,5,110,24,55,635,23,109,60,18,7,5,111,11,32,347
076013,Marienfelde Süd,"1,176",6,5,121,33,49,578,10,85,13,9,4,0,108,5,37,355
076014,Lichtenrade Nord,"1,189",7,1,86,18,64,548,29,96,28,32,10,2,153,21,17,515
076015,Lichtenrade Süd,"2,182",13,7,175,34,101,"1,126",27,81,75,36,11,4,267,73,40,959
079900,"Bezirk (Th-Sb), nicht zuzuordnen",893,14,13,50,12,35,528,16,108,78,0,2,0,65,1,27,150
080000,Neukölln,"42,870",451,232,"4,287","1,258","1,584","18,270",380,"3,372","1,943",731,335,145,"4,140",635,"2,756","10,100"
081001,Schillerpromenade,"4,628",58,28,492,162,149,"1,946",21,355,275,48,38,15,424,65,492,"1,090"
081002,Neuköllner Mitte/Zentrum,"8,550",93,42,766,258,197,"3,899",29,618,311,65,48,19,644,100,696,"1,525"
081003,Reuterstraße,"6,886",56,36,632,224,203,"3,190",17,469,490,57,59,32,555,164,466,"1,521"
081004,Rixdorf,"5,068",53,28,467,142,173,"1,973",28,401,369,83,43,21,536,86,575,"1,180"
081005,Köllnische Heide,"2,361",17,4,222,59,91,"1,037",43,285,38,59,20,7,242,27,142,561
082006,Britz Nord,"2,221",33,13,267,82,105,795,31,224,68,69,23,11,228,15,109,608
082007,Britz,"2,758",27,15,275,55,119,"1,158",32,228,85,69,22,11,269,35,81,659
082008,Buckow,"1,834",19,8,241,45,99,662,41,157,33,51,15,6,194,19,30,617
083009,Gropiusstadt West,"2,341",20,11,217,56,112,"1,129",17,148,53,51,18,4,296,43,32,613
083010,Gropiusstadt Ost,"1,420",12,6,224,59,112,416,10,86,59,30,17,5,213,30,24,505
084011,Buckow Nord,908,7,3,100,24,56,379,12,63,32,19,6,3,86,9,11,239
084012,Rudow,"2,790",27,19,304,56,130,"1,093",87,195,93,130,22,10,384,36,45,785
089900,"Bezirk (Nk), nicht zuzuordnen","1,105",29,19,80,36,38,593,12,143,37,0,4,1,69,6,53,197
090000,Treptow-Köpenick,"24,747",226,133,"2,395",577,"1,016","10,801",382,"1,462","2,329",395,135,58,"2,862",769,797,"5,728"
091001,Alt-Treptow,"2,486",35,19,151,58,68,"1,351",15,105,305,30,7,1,187,60,208,442
091002,Plänterwald,989,13,8,70,16,55,443,22,90,84,22,3,0,136,20,13,259
091003,Baumschulenweg,"1,534",16,5,183,42,69,665,26,115,100,40,9,3,189,33,47,417
091004,Johannisthal,"1,499",16,9,111,18,70,615,37,115,100,34,9,6,154,33,31,328
092005,Oberschöneweide,"2,249",26,17,309,61,89,797,36,170,171,20,16,6,280,92,82,599
092006,Niederschöneweide,"2,342",13,9,190,46,62,"1,157",32,80,208,12,11,4,288,135,45,400
092007,Adlershof,"2,181",14,8,168,39,74,"1,027",34,108,265,26,5,0,249,84,49,493
092008,Köllnische Vorstadt/Spindlersfeld,964,8,4,123,22,44,389,16,50,126,10,3,2,116,25,44,284
093009,Altglienicke,"1,703",11,5,188,37,127,696,43,117,97,39,12,5,161,11,44,467
093010,Bohnsdorf,"1,016",4,2,107,19,57,446,18,61,65,49,8,5,78,8,15,222
093011,Grünau,555,5,3,45,11,12,232,7,27,83,9,4,3,102,65,5,104
093012,Schmöckwitz,190,1,1,25,5,12,70,5,12,7,1,1,1,14,2,1,42
094013,Köpenick Süd,466,2,2,42,2,21,184,13,41,32,21,3,0,58,1,13,125
094014,Allende-Viertel,647,4,1,58,9,19,306,12,45,48,6,9,4,81,7,12,137
094015,Altstadt Köpenick,570,3,2,92,17,28,184,4,16,70,2,1,0,64,14,35,168
094016,Müggelheim,260,5,1,28,5,10,73,3,23,4,1,1,0,39,4,8,50
095017,Friedrichshagen,"1,246",15,10,113,25,51,567,19,75,159,15,7,4,181,56,31,267
095018,Rahnsdorf,612,5,3,66,12,24,234,15,31,74,9,3,1,141,41,6,124
095019,Dammvorstadt,"1,861",19,14,210,101,58,850,8,77,225,9,4,1,161,46,49,480
095020,Köpenick Nord,613,2,2,49,11,28,249,9,35,66,40,8,3,107,24,20,156
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",764,9,8,67,21,38,266,8,69,40,0,11,9,76,8,39,164
100000,Marzahn-Hellersdorf,"22,830",289,174,"3,088",585,952,"8,725",430,"1,480",928,318,217,81,"2,791",540,588,"6,089"
101001,Marzahn Nord,"2,027",32,22,430,80,106,554,30,100,63,18,25,6,342,104,63,733
101002,Marzahn Mitte,"4,501",47,27,628,106,184,"1,864",85,385,110,31,35,15,522,75,102,"1,301"
101003,Marzahn Süd,"3,635",56,26,383,84,119,"1,572",90,368,103,50,28,7,432,66,84,841
102004,Hellersdorf Nord,"3,783",39,27,581,102,176,"1,368",53,181,112,29,44,21,408,68,124,"1,119"
102005,Hellersdorf Ost,"1,560",24,14,274,57,85,455,38,82,63,6,32,16,218,33,51,535
102006,Hellersdorf Süd,"1,844",34,18,281,42,79,628,30,83,67,21,21,8,262,86,51,530
103007,Biesdorf,"2,417",18,11,205,56,98,"1,051",36,86,161,36,24,5,236,33,48,421
104008,Kaulsdorf,"1,188",12,7,137,23,48,476,24,83,102,44,3,1,130,21,17,269
104009,Mahlsdorf,"1,324",11,8,119,20,43,550,34,80,105,83,4,2,160,42,28,218
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",551,16,14,50,15,14,207,10,32,42,0,1,0,81,12,20,122
110000,Lichtenberg,"28,531",247,143,"2,999",648,"1,034","12,785",384,"1,929","1,805",335,199,75,"3,483",730,605,"7,242"
111001,Malchow,344,3,2,40,10,22,149,7,20,37,21,4,3,33,7,4,79
111002,Neu-Hohenschönhausen Nord,"2,087",14,9,301,53,92,642,27,128,98,20,24,10,342,41,84,641
111003,Neu-Hohenschönhausen Süd,"2,242",29,16,305,83,106,816,32,173,65,16,29,10,328,35,51,691
112004,Alt-Hohenschönhausen Nord,"1,936",15,8,184,35,68,911,21,188,67,33,22,4,187,30,44,375
112005,Alt-Hohenschönhausen Süd,"2,373",12,8,218,53,74,"1,184",45,223,202,36,16,10,256,29,40,720
113006,Fennpfuhl,"3,003",32,22,318,55,97,"1,360",51,260,193,43,16,6,394,101,45,754
113007,Alt-Lichtenberg,"5,081",49,23,538,146,166,"2,297",40,253,247,34,28,9,531,105,88,"1,141"
113008,Frankfurter Allee Süd,"1,811",17,10,170,36,48,775,15,152,64,14,3,3,204,68,72,363
114009,Neu-Lichtenberg,"3,321",26,14,306,64,125,"1,654",26,109,278,30,24,13,419,114,74,901
114010,Friedrichsfelde Nord,"1,534",17,9,183,44,58,673,24,96,83,13,7,1,199,61,26,473
114011,Friedrichsfelde Süd,"1,958",10,5,208,25,71,895,36,118,116,12,13,1,247,50,30,471
115012,Rummelsburger Bucht,660,11,7,54,19,21,328,10,37,75,22,5,1,104,30,16,193
115013,Karlshorst,"1,492",4,2,127,12,62,799,32,78,241,41,3,1,160,43,17,308
119900,"Bezirk (Lb), nicht zuzuordnen",689,8,8,47,13,24,302,18,94,39,0,5,3,79,16,14,132
120000,Reinickendorf,"25,386",222,114,"2,646",648,"1,174","8,798",279,"1,675",900,414,173,72,"2,278",378,789,"5,972"
121001,Ost 1 - Reginhardstraße,"2,608",23,17,309,92,130,"1,001",27,180,131,42,21,11,240,28,99,866
121002,Ost 2 - Alt-Reinickendorf,"3,198",20,11,332,77,142,"1,232",36,297,91,72,13,4,323,74,123,804
122003,West 4 - Auguste-Viktoria-Allee,"2,855",31,11,398,102,156,"1,108",14,197,89,61,22,9,262,56,55,821
122004,West 1 - Tegel-Süd/Flughafensee,"3,638",13,7,215,58,131,644,31,167,61,22,11,7,172,14,160,507
122005,West 5 - Tegel,"1,560",23,11,170,41,57,689,7,40,53,10,2,1,115,25,29,311
124006,West 2 - Heiligensee/Konradshöhe,963,7,3,95,20,58,293,18,46,39,37,7,5,139,19,32,211
124007,Nord 1 - Frohnau/Hermsdorf,"1,511",14,9,119,27,72,623,32,82,161,48,10,6,163,37,35,284
125008,West 3 - Borsigwalde/Freie Scholle,"1,098",3,1,108,25,46,404,24,82,58,20,5,4,147,10,25,258
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,"3,463",32,15,332,74,119,"1,086",34,170,85,57,24,5,308,85,89,659
126010,Rollbergesiedlung,732,7,0,81,14,35,303,8,69,27,15,5,1,52,8,16,193
126011,MV Nord,"2,017",26,15,305,76,133,800,27,171,53,16,36,16,207,11,59,646
126012,MV Süd,840,8,4,116,22,50,221,11,77,25,14,15,3,96,3,34,248
129900,"Bezirk (Rd), nicht zuzuordnen",903,15,10,66,20,45,394,10,97,27,0,2,0,54,8,33,164
999900,"Stadtgebiet Berlin, nicht zuzuordnen","50,525",63,23,504,147,898,"5,660",23,378,222,6,7,2,"1,329",545,641,"1,595"
999999,Berlin (PKS gesamt),"504,142","4,362","2,555","43,225","10,935","16,265","198,962","4,399","28,105","27,588","7,070","2,743","1,039","46,710","10,768","20,906","105,587"
