Gesamtübersicht: Daten zum Kriminalitätsatlas (PKS 2014),,,,,,,,,,,,,,,,,,
Fallzahlen der Bezirke und Bezirksregionen,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
LOR-Schlüssel (Bezirksregion),Bezeichnung (Bezirksregion),"Straftaten 
-insgesamt-",Raub,"Straßenraub,
Handtaschen-raub","Körper-verletzungen 
-insgesamt-",Gefährl. und schwere Körper-verletzung,"Freiheits-beraubung, Nötigung,
Bedrohung, Nachstellung","Diebstahl 
-insgesamt-",Diebstahl von Kraftwagen,"Diebstahl 
an/aus Kfz","Fahrrad-
diebstahl","Wohnraum-
einbruch","Branddelikte 
-insgesamt-","Brand-
stiftung",Sach-beschädigung -insgesamt-,Sach-beschädigung durch Graffiti,Rauschgift-delikte,Kieztaten
070000,Tempelhof-Schöneberg,"40,184",496,306,"3,117",710,"1,255","19,062",504,"3,336","2,540","1,117",213,73,"3,367",651,"1,146","8,064"
071001,Schöneberg Nordwest,"6,331",119,76,502,152,167,"3,279",29,272,245,150,29,8,313,49,218,"1,228"
071002,Schöneberg Nordost,"2,659",49,27,194,58,100,"1,245",38,214,281,111,13,4,250,59,79,588
072003,Schöneberg Südwest,"2,155",20,12,123,26,53,"1,002",21,206,226,87,9,3,158,34,86,366
072004,Schöneberg Südost,"4,793",35,14,412,99,111,"2,040",30,198,431,81,14,3,336,94,107,828
073005,Friedenau West,"2,849",19,13,109,15,40,"1,791",33,189,252,104,12,7,219,82,26,380
073006,Friedenau Ost,"1,861",23,16,134,27,50,986,34,191,220,75,13,9,170,38,25,376
074007,Tempelhof Nord,"2,329",16,7,164,38,53,810,25,154,157,40,12,5,168,26,210,391
074008,Tempelhof Südwest,"4,033",46,33,290,57,133,"1,745",58,313,163,101,16,5,354,99,52,830
074009,Tempelhof Südost,"2,503",18,8,190,46,93,"1,214",29,317,71,45,15,4,186,21,31,510
075010,Mariendorf Nord,"2,148",26,16,212,44,87,908,46,267,70,71,13,7,252,37,50,552
075011,Mariendorf Süd,"1,818",21,12,172,50,66,844,32,207,76,71,6,2,143,13,38,383
076012,Marienfelde Nord,"1,326",21,16,112,21,48,612,16,172,80,42,17,4,147,22,19,298
076013,Marienfelde Süd,"1,251",6,3,93,18,32,627,21,93,42,13,11,6,129,10,21,245
076014,Lichtenrade Nord,"1,109",8,3,111,13,49,475,32,162,31,74,3,1,126,20,5,265
076015,Lichtenrade Süd,"1,844",20,11,183,46,87,661,42,162,90,52,20,4,260,47,58,445
079900,"Bezirk (Th-Sb), nicht zuzuordnen","1,175",49,39,116,0,86,823,18,219,105,0,10,1,156,0,121,379
080000,Neukölln,"44,978",580,320,"3,952","1,047","1,428","19,689",538,"3,482","1,732","1,281",218,91,"4,253",746,"1,180","9,544"
081001,Schillerpromenade,"4,685",70,36,491,139,153,"1,891",25,308,180,123,18,8,528,189,471,"1,139"
081002,Neuköllner Mitte/Zentrum,"10,246",94,47,762,247,252,"4,434",59,542,245,154,34,11,627,141,170,"1,698"
081003,Reuterstraße,"6,450",71,32,529,147,166,"2,781",45,232,320,192,17,7,446,121,122,"1,177"
081004,Rixdorf,"5,276",86,39,566,154,157,"2,372",52,473,331,194,27,12,533,99,116,"1,331"
081005,Köllnische Heide,"2,598",26,13,195,55,118,"1,108",32,330,36,48,21,12,528,46,41,528
082006,Britz Nord,"2,602",29,18,242,58,93,"1,093",40,341,65,68,17,6,213,21,54,681
082007,Britz,"2,652",44,28,202,53,77,"1,115",50,217,100,107,8,2,219,40,36,501
082008,Buckow,"1,498",17,8,126,20,65,674,49,198,32,81,8,4,165,14,7,339
083009,Gropiusstadt West,"2,695",37,25,185,50,64,"1,225",19,105,111,60,12,4,355,38,22,563
083010,Gropiusstadt Ost,"1,108",17,13,149,42,63,438,23,70,74,28,15,7,114,6,9,389
084011,Buckow Nord,983,9,4,92,15,30,462,9,93,30,51,10,8,68,3,8,199
084012,Rudow,"2,399",31,17,184,53,87,"1,158",114,307,151,174,22,10,280,28,8,503
089900,"Bezirk (Nk), nicht zuzuordnen","1,786",49,40,229,14,103,938,21,266,57,1,9,0,177,0,116,496
090000,Treptow-Köpenick,"23,250",209,132,"1,804",377,727,"11,867",566,"2,603","2,070",495,143,72,"2,517",576,392,"4,729"
091001,Alt-Treptow,"2,069",44,35,132,38,43,"1,203",30,176,280,38,11,5,201,68,63,359
091002,Plänterwald,"1,304",9,5,42,8,22,746,36,166,63,38,11,8,133,13,16,229
091003,Baumschulenweg,"1,538",19,8,99,23,53,887,63,209,125,52,7,3,132,24,20,289
091004,Johannisthal,"1,247",15,9,85,17,44,584,30,102,83,37,11,3,144,13,14,246
092005,Oberschöneweide,"2,113",12,5,279,65,93,967,46,239,138,22,9,6,210,39,49,573
092006,Niederschöneweide,"1,808",13,8,145,20,27,910,22,107,123,20,7,3,194,91,37,286
092007,Adlershof,"2,123",13,7,108,22,52,"1,024",44,176,165,28,8,4,168,70,15,301
092008,Köllnische Vorstadt/Spindlersfeld,979,5,5,117,19,34,383,27,68,77,13,3,1,103,21,19,274
093009,Altglienicke,"1,382",9,5,141,20,56,703,69,160,95,61,5,1,127,21,23,292
093010,Bohnsdorf,759,7,6,51,11,26,393,19,121,53,28,1,1,69,12,10,124
093011,Grünau,595,5,1,46,19,13,274,8,81,62,8,3,2,126,65,4,98
093012,Schmöckwitz,321,1,1,19,2,6,175,3,53,6,13,1,0,23,0,1,42
094013,Köpenick Süd,578,2,1,40,9,21,299,14,114,38,13,12,2,95,11,5,121
094014,Allende-Viertel,811,5,2,74,14,35,387,23,66,65,11,10,6,106,14,12,205
094015,Altstadt Köpenick,601,1,0,78,9,21,218,9,56,46,6,11,6,80,8,3,154
094016,Müggelheim,193,0,0,11,2,5,105,4,35,8,16,3,3,21,1,3,25
095017,Friedrichshagen,"1,304",2,0,78,26,38,786,48,154,255,25,3,2,148,37,9,262
095018,Rahnsdorf,575,2,1,33,7,17,334,6,123,81,30,3,1,65,12,1,74
095019,Dammvorstadt,"1,578",14,7,125,35,33,708,12,45,143,8,6,3,182,29,43,329
095020,Köpenick Nord,659,3,2,42,11,28,339,25,93,75,25,1,1,92,27,12,139
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",713,28,24,59,0,60,442,28,259,89,3,17,11,98,0,33,307
100000,Marzahn-Hellersdorf,"24,285",260,159,"2,982",545,911,"9,507",477,"1,783","1,173",381,162,58,"2,565",448,344,"6,181"
101001,Marzahn Nord,"1,994",33,20,426,74,96,670,44,107,97,19,20,7,203,34,37,740
101002,Marzahn Mitte,"4,702",66,43,681,148,160,"1,694",78,300,184,28,23,11,513,54,70,"1,357"
101003,Marzahn Süd,"3,412",55,29,334,67,108,"1,378",115,310,112,47,25,7,347,48,31,728
102004,Hellersdorf Nord,"4,321",28,17,617,109,180,"1,575",65,207,165,36,31,13,552,110,90,"1,265"
102005,Hellersdorf Ost,"1,688",18,9,231,32,77,586,27,100,104,12,8,4,186,47,39,525
102006,Hellersdorf Süd,"1,956",17,13,251,45,96,620,43,95,88,23,29,8,259,74,21,564
103007,Biesdorf,"2,103",9,6,155,24,60,"1,104",40,270,177,62,8,2,154,16,31,321
104008,Kaulsdorf,"1,094",5,1,62,9,32,532,15,171,94,75,8,4,141,15,5,191
104009,Mahlsdorf,"1,948",5,2,98,20,48,"1,212",30,151,118,79,4,1,168,50,5,215
109900,"Bezirk (Mz-Hd), nicht zuzuordnen","1,067",24,19,127,17,54,136,20,72,34,0,6,1,42,0,15,275
110000,Lichtenberg,"25,618",236,141,"2,382",487,780,"12,407",695,"2,467","1,750",535,133,53,"2,508",559,378,"5,708"
111001,Malchow,348,1,1,15,0,11,214,3,36,9,16,2,1,38,6,4,44
111002,Neu-Hohenschönhausen Nord,"1,891",19,14,289,44,106,645,31,112,90,13,11,2,226,15,53,599
111003,Neu-Hohenschönhausen Süd,"2,171",31,22,315,65,77,950,63,98,114,23,9,3,176,27,47,621
112004,Alt-Hohenschönhausen Nord,"1,333",10,6,120,26,36,713,25,92,46,55,7,1,108,11,12,242
112005,Alt-Hohenschönhausen Süd,"2,570",21,10,255,42,90,"1,230",60,312,122,70,14,2,267,57,45,645
113006,Fennpfuhl,"2,747",22,11,253,47,89,"1,248",136,323,176,72,5,3,311,67,35,615
113007,Alt-Lichtenberg,"4,066",38,20,299,78,87,"2,090",101,419,232,63,11,7,292,67,44,752
113008,Frankfurter Allee Süd,"1,787",15,9,134,27,23,796,35,133,135,17,11,3,124,41,35,259
114009,Neu-Lichtenberg,"2,951",20,11,242,51,78,"1,546",62,234,283,69,14,5,367,105,38,749
114010,Friedrichsfelde Nord,"1,534",19,12,137,40,50,703,52,111,60,36,3,1,128,43,13,323
114011,Friedrichsfelde Süd,"1,592",12,5,133,30,44,703,54,140,130,50,6,5,180,86,17,330
115012,Rummelsburger Bucht,470,2,1,34,10,10,284,9,63,54,15,15,9,48,16,12,89
115013,Karlshorst,"1,525",8,5,102,24,50,866,44,212,246,36,8,4,124,18,5,267
119900,"Bezirk (Lb), nicht zuzuordnen",633,18,14,54,3,29,419,20,182,53,0,17,7,119,0,18,173
120000,Reinickendorf,"29,180",340,181,"2,682",636,"1,115","13,375",352,"2,461","1,354","1,094",215,77,"2,586",477,829,"7,076"
121001,Ost 1 - Reginhardstraße,"3,206",32,16,369,95,165,"1,301",34,207,177,142,24,9,287,38,83,"1,036"
121002,Ost 2 - Alt-Reinickendorf,"3,721",52,26,326,79,133,"1,507",43,257,168,112,19,7,325,98,135,898
122003,West 4 - Auguste-Viktoria-Allee,"3,550",40,19,315,74,114,"1,599",39,240,114,128,17,10,396,65,69,863
122004,West 1 - Tegel-Süd/Flughafensee,"2,300",10,5,162,42,95,663,18,146,58,45,12,7,126,7,149,414
122005,West 5 - Tegel,"1,907",24,10,135,33,43,"1,011",13,69,112,18,4,1,150,42,54,343
124006,West 2 - Heiligensee/Konradshöhe,"1,221",3,0,71,17,38,590,30,217,70,125,6,1,152,22,24,186
124007,Nord 1 - Frohnau/Hermsdorf,"1,908",18,13,106,26,47,"1,134",60,361,196,242,14,7,185,34,31,285
125008,West 3 - Borsigwalde/Freie Scholle,"1,210",15,6,100,25,45,545,19,121,37,66,6,0,120,24,23,297
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,"3,211",49,32,351,87,108,"1,475",23,250,172,123,21,3,303,87,62,760
126010,Rollbergesiedlung,948,16,6,76,12,35,383,8,78,31,25,10,5,107,28,13,203
126011,MV Nord,"3,316",54,29,423,107,158,"1,539",34,242,109,37,44,20,282,25,73,"1,160"
126012,MV Süd,"1,097",7,5,125,28,55,395,13,99,44,30,27,5,129,7,28,317
129900,"Bezirk (Rd), nicht zuzuordnen","1,585",20,14,123,11,79,"1,233",18,174,66,1,11,2,24,0,85,314
999900,"Stadtgebiet Berlin, nicht zuzuordnen","57,450",114,59,"1,546",425,686,"12,944",35,395,324,10,25,9,"2,216",815,587,"2,663"
999999,Berlin (PKS gesamt),"543,156","5,697","3,287","40,736","9,946","14,419","242,899","6,664","36,427","30,758","12,159","2,347",917,"42,894","9,239","13,465","100,363"
