Gesamtübersicht: Daten zum Kriminalitätsatlas (PKS 2017),,,,,,,,,,,,,,,,,,
Fallzahlen der Bezirke und Bezirksregionen,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
LOR-Schlüssel (Bezirksregion),Bezeichnung (Bezirksregion),"Straftaten 
-insgesamt-",Raub,"Straßenraub,
Handtaschen-raub","Körper-verletzungen 
-insgesamt-",Gefährl. und schwere Körper-verletzung,"Freiheits-beraubung, Nötigung,
Bedrohung, Nachstellung","Diebstahl 
-insgesamt-",Diebstahl von Kraftwagen,"Diebstahl 
an/aus Kfz","Fahrrad-
diebstahl","Wohnraum-
einbruch","Branddelikte 
-insgesamt-","Brand-
stiftung",Sach-beschädigung -insgesamt-,Sach-beschädigung durch Graffiti,Rauschgift-delikte,Kieztaten
069900,"Bezirk (St-Zd), nicht zuzuordnen",677,4,3,52,10,32,400,9,92,95,0,19,15,58,6,20,120
070000,Tempelhof-Schöneberg,"39,611",355,184,"3,197",720,"1,139","19,009",562,"3,012","2,745",719,216,83,"3,199",636,"1,095","7,542"
071001,Schöneberg Nordwest,"6,747",103,63,528,142,142,"3,822",29,214,369,93,20,12,347,47,264,"1,492"
071002,Schöneberg Nordost,"2,827",28,15,230,60,69,"1,327",42,162,352,66,14,7,225,36,126,585
072003,Schöneberg Südwest,"2,117",20,14,177,42,60,"1,032",36,165,245,46,9,4,189,30,50,449
072004,Schöneberg Südost,"4,934",32,14,379,94,119,"2,201",31,232,365,36,13,6,365,102,135,739
073005,Friedenau West,"2,455",17,9,114,21,34,"1,429",32,116,354,45,3,1,189,61,19,308
073006,Friedenau Ost,"1,820",9,4,152,35,63,915,42,165,139,43,16,11,216,39,36,405
074007,Tempelhof Nord,"2,724",10,5,180,33,63,950,27,209,194,35,26,0,193,53,144,398
074008,Tempelhof Südwest,"3,627",30,11,279,48,124,"1,600",32,385,160,47,20,7,338,128,58,623
074009,Tempelhof Südost,"2,374",16,7,207,44,84,"1,207",46,273,87,24,14,8,165,9,39,418
075010,Mariendorf Nord,"2,232",19,7,225,50,84,"1,009",55,303,95,62,14,4,219,24,47,538
075011,Mariendorf Süd,"1,561",20,10,154,32,66,610,26,155,71,46,15,5,146,21,35,328
076012,Marienfelde Nord,"1,225",8,3,145,31,38,534,22,143,91,27,6,2,118,22,22,280
076013,Marienfelde Süd,"1,118",9,1,100,14,58,440,27,82,18,22,12,6,145,14,27,277
076014,Lichtenrade Nord,986,6,2,86,15,33,436,47,126,36,68,10,3,91,5,14,201
076015,Lichtenrade Süd,"1,754",12,6,177,36,65,698,35,122,70,59,16,6,197,45,47,356
079900,"Bezirk (Th-Sb), nicht zuzuordnen","1,110",16,13,64,23,37,799,33,160,99,0,8,1,56,0,32,145
080000,Neukölln,"42,520",480,260,"3,950","1,171","1,333","20,420",597,"3,227","2,167",967,237,108,"3,764",668,"1,311","10,112"
081001,Schillerpromenade,"4,749",68,42,414,134,121,"2,361",39,361,327,94,38,15,479,117,354,"1,227"
081002,Neuköllner Mitte/Zentrum,"9,301",86,37,790,235,218,"4,700",79,558,357,108,46,21,726,127,226,"1,879"
081003,Reuterstraße,"6,437",47,21,582,217,164,"3,003",44,292,437,78,25,9,529,141,182,"1,407"
081004,Rixdorf,"5,198",64,32,520,154,155,"2,322",41,288,375,121,21,6,508,109,284,"1,452"
081005,Köllnische Heide,"2,265",26,12,190,53,67,"1,153",44,256,51,38,19,9,218,20,55,548
082006,Britz Nord,"2,639",35,22,261,75,95,"1,176",35,306,72,71,15,11,196,29,52,679
082007,Britz,"2,489",36,21,225,64,95,"1,154",51,251,101,91,21,17,238,36,37,573
082008,Buckow,"1,399",6,1,162,34,75,497,39,121,28,77,12,4,169,19,18,400
083009,Gropiusstadt West,"2,083",34,26,192,50,69,"1,161",32,147,109,39,2,2,180,17,14,543
083010,Gropiusstadt Ost,"1,141",20,10,170,43,43,480,30,93,76,31,4,4,121,13,13,384
084011,Buckow Nord,966,9,3,100,21,53,471,26,105,43,22,5,2,52,6,8,217
084012,Rudow,"2,623",21,11,265,60,131,"1,187",110,300,128,197,25,6,275,28,22,603
089900,"Bezirk (Nk), nicht zuzuordnen","1,230",28,22,79,31,47,755,27,149,63,0,4,2,73,6,46,200
090000,Treptow-Köpenick,"24,256",200,113,"2,306",497,750,"11,453",674,"2,100","2,023",439,105,48,"2,871",890,495,"5,042"
091001,Alt-Treptow,"2,345",44,25,184,51,48,"1,309",20,120,274,37,7,3,225,103,123,542
091002,Plänterwald,"1,019",6,3,80,18,35,503,41,139,105,19,7,5,133,30,17,207
091003,Baumschulenweg,"1,662",11,6,134,22,53,893,50,162,161,27,11,5,181,54,18,336
091004,Johannisthal,"1,471",7,6,130,27,54,669,60,180,94,37,6,1,141,30,26,293
092005,Oberschöneweide,"2,484",13,7,318,66,84,"1,082",49,251,157,25,13,7,302,54,67,673
092006,Niederschöneweide,"2,075",16,7,189,37,48,"1,066",56,99,145,14,9,3,250,140,44,346
092007,Adlershof,"2,139",19,11,125,29,42,"1,135",37,188,208,20,6,3,215,59,23,307
092008,Köllnische Vorstadt/Spindlersfeld,835,5,4,120,25,31,314,13,92,52,9,2,0,112,23,22,239
093009,Altglienicke,"1,557",8,4,182,35,70,707,105,192,91,69,11,6,153,33,19,360
093010,Bohnsdorf,997,7,2,113,27,32,462,45,64,39,41,2,1,99,21,16,205
093011,Grünau,621,3,2,44,9,19,244,9,48,38,11,1,1,167,124,1,104
093012,Schmöckwitz,223,1,0,14,5,8,69,4,14,11,5,1,0,29,11,1,30
094013,Köpenick Süd,458,2,2,39,8,17,166,17,43,24,29,2,0,74,9,10,99
094014,Allende-Viertel,696,4,1,79,13,24,299,28,46,42,4,4,0,110,19,17,165
094015,Altstadt Köpenick,665,5,5,103,12,28,180,7,31,47,4,4,3,103,11,19,202
094016,Müggelheim,247,1,0,32,5,12,70,4,22,7,6,2,2,27,10,3,51
095017,Friedrichshagen,"1,169",4,3,87,19,35,575,42,77,176,8,4,1,172,62,11,218
095018,Rahnsdorf,550,4,3,58,12,16,275,12,77,79,25,0,0,60,11,2,95
095019,Dammvorstadt,"1,554",15,7,142,38,46,687,10,74,105,18,7,5,159,49,24,291
095020,Köpenick Nord,560,4,3,50,13,16,253,18,58,67,30,2,0,75,23,7,114
099900,"Bezirk (Tp-Kp), nicht zuzuordnen",929,21,12,83,26,32,495,47,123,101,1,4,2,84,14,25,165
100000,Marzahn-Hellersdorf,"24,819",199,111,"3,152",558,871,"9,941",676,"1,732","1,047",458,140,44,"2,871",768,357,"6,356"
101001,Marzahn Nord,"2,102",22,13,363,66,92,722,69,111,101,22,20,9,255,73,26,678
101002,Marzahn Mitte,"5,175",38,25,694,123,194,"2,348",173,444,155,53,34,9,518,81,79,"1,572"
101003,Marzahn Süd,"4,350",19,8,392,73,117,"1,763",169,435,101,64,18,6,334,47,48,884
102004,Hellersdorf Nord,"4,014",39,22,581,111,139,"1,472",88,186,105,25,29,10,615,199,90,"1,086"
102005,Hellersdorf Ost,"1,588",24,11,287,50,68,555,22,73,113,12,14,2,214,65,23,520
102006,Hellersdorf Süd,"1,996",10,6,303,57,86,671,66,102,64,17,9,1,286,101,42,569
103007,Biesdorf,"2,212",18,8,181,33,65,"1,109",38,155,159,132,9,4,237,68,16,411
104008,Kaulsdorf,"1,239",8,4,190,13,35,455,13,72,99,55,3,2,142,28,13,307
104009,Mahlsdorf,"1,298",9,3,101,19,45,539,20,86,99,77,2,0,195,83,12,208
109900,"Bezirk (Mz-Hd), nicht zuzuordnen",845,12,11,60,13,30,307,18,68,51,1,2,1,75,23,8,121
110000,Lichtenberg,"27,379",218,140,"2,640",577,785,"12,488",691,"2,261","1,723",529,183,64,"2,772",688,515,"5,759"
111001,Malchow,237,1,0,25,4,10,118,0,17,11,23,4,2,23,6,2,44
111002,Neu-Hohenschönhausen Nord,"1,810",23,10,247,45,63,722,55,102,119,25,17,3,199,26,64,601
111003,Neu-Hohenschönhausen Süd,"2,057",23,15,290,67,64,960,62,157,122,24,11,4,186,40,45,596
112004,Alt-Hohenschönhausen Nord,"1,578",12,7,171,30,41,743,32,121,70,53,8,1,146,29,25,327
112005,Alt-Hohenschönhausen Süd,"2,312",12,9,201,32,68,"1,119",103,303,130,65,19,4,264,61,42,500
113006,Fennpfuhl,"2,968",34,27,244,49,88,"1,322",83,359,149,72,18,5,338,78,29,602
113007,Alt-Lichtenberg,"4,881",23,11,496,113,132,"2,314",85,385,221,66,25,12,417,117,63,906
113008,Frankfurter Allee Süd,"2,415",20,14,159,50,44,858,34,85,97,15,8,3,182,75,59,304
114009,Neu-Lichtenberg,"3,181",19,13,302,65,97,"1,515",47,211,268,50,20,7,375,120,75,722
114010,Friedrichsfelde Nord,"1,370",9,5,144,36,39,574,45,128,48,16,8,3,147,41,34,285
114011,Friedrichsfelde Süd,"1,779",16,10,160,27,56,781,56,149,102,22,22,13,233,56,27,374
115012,Rummelsburger Bucht,470,2,2,37,9,13,252,10,33,67,14,2,1,55,16,10,102
115013,Karlshorst,"1,751",7,5,136,37,54,913,45,120,265,83,13,4,146,23,25,294
119900,"Bezirk (Lb), nicht zuzuordnen",570,17,12,28,13,16,297,34,91,54,1,8,2,61,0,15,102
120000,Reinickendorf,"30,093",236,118,"2,942",703,"1,106","11,335",305,"2,176","1,035",724,176,67,"2,459",556,927,"6,029"
121001,Ost 1 - Reginhardstraße,"2,821",23,11,342,92,103,"1,044",29,250,170,63,24,6,296,65,93,665
121002,Ost 2 - Alt-Reinickendorf,"3,322",37,20,315,69,110,"1,303",37,246,107,75,25,8,321,70,112,706
122003,West 4 - Auguste-Viktoria-Allee,"3,290",29,9,421,103,172,"1,234",22,195,72,45,19,9,242,27,86,877
122004,West 1 - Tegel-Süd/Flughafensee,"5,349",22,8,234,65,102,"1,027",18,243,53,56,11,6,144,17,288,499
122005,West 5 - Tegel,"1,914",14,5,208,54,54,937,14,73,65,21,5,2,167,31,24,369
124006,West 2 - Heiligensee/Konradshöhe,998,1,0,78,18,46,412,21,122,46,62,6,4,105,15,36,179
124007,Nord 1 - Frohnau/Hermsdorf,"1,871",10,9,136,24,58,917,42,226,201,178,12,3,196,59,34,302
125008,West 3 - Borsigwalde/Freie Scholle,"1,176",6,3,110,24,37,520,11,101,74,41,8,3,132,20,24,265
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,"3,284",33,16,385,100,138,"1,255",29,166,99,116,22,6,353,134,97,727
126010,Rollbergesiedlung,945,10,5,85,20,40,334,4,78,17,21,6,2,143,65,15,186
126011,MV Nord,"2,549",32,18,367,71,127,"1,091",41,217,69,16,30,16,214,39,57,706
126012,MV Süd,968,8,5,162,39,72,321,7,85,19,29,6,2,76,8,28,356
129900,"Bezirk (Rd), nicht zuzuordnen","1,606",11,9,99,24,47,940,30,174,43,1,2,0,70,6,33,192
999900,"Stadtgebiet Berlin, nicht zuzuordnen","38,438",77,30,459,133,715,"7,852",24,432,243,8,5,2,819,485,574,"1,389"
999999,Berlin (PKS gesamt),"520,437","4,242","2,354","42,742","10,741","14,167","228,072","6,666","32,740","30,325","8,580","2,215",874,"41,804","10,913","16,077","96,416"
