Gesamtübersicht: Daten zum Kriminalitätsatlas (PKS 2023),,,,,,,,,,,,,,,,,,
Fallzahlen der Bezirke und Bezirksregionen,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
LOR-Schlüssel (Bezirksregion),Bezeichnung (Bezirksregion),"Straftaten 
-insgesamt-",Raub,"Straßenraub,
Handtaschen-raub","Körper-verletzungen 
-insgesamt-",Gefährl. und schwere Körper-verletzung,"Freiheits-beraubung, Nötigung,
Bedrohung, Nachstellung","Diebstahl 
-insgesamt-",Diebstahl von Kraftwagen,"Diebstahl 
an/aus Kfz","Fahrrad-
diebstahl","Wohnraum-
einbruch","Branddelikte 
-insgesamt-","Brand-
stiftung",Sach-beschädigung -insgesamt-,Sach-beschädigung durch Graffiti,Rauschgift-delikte,Kieztaten
121001,Ost 1 - Reginhardstraße,"2,979",41,25,356,105,186,"1,272",44,311,157,46,20,4,316,23,58,"1,146"
121002,Ost 2 - Alt-Reinickendorf,"3,635",56,34,327,84,177,"1,596",98,425,121,48,31,10,320,50,68,891
122003,West 4 - Auguste-Viktoria-Allee,"3,246",45,21,417,102,207,"1,368",40,208,90,48,14,1,250,23,56,893
122004,West 1 - Tegel-Süd/Flughafensee,"2,365",11,2,263,61,151,774,46,213,54,54,14,8,179,4,157,628
122005,West 5 - Tegel,"1,777",31,17,168,36,82,924,17,52,90,10,6,2,102,13,27,368
124006,West 2 - Heiligensee/Konradshöhe,"1,052",7,3,104,15,78,394,32,112,44,41,7,2,153,10,21,270
124007,Nord 1 - Frohnau/Hermsdorf,"1,871",17,11,113,30,87,962,80,225,238,127,13,5,295,22,22,398
125008,West 3 - Borsigwalde/Freie Scholle,"1,254",14,9,136,32,82,540,49,148,64,15,22,9,131,3,24,321
125009,Nord 2 - Waidmannslust/Wittenau/Lübars,"4,446",35,22,426,105,169,"1,367",68,260,158,88,35,12,333,45,53,916
126010,Rollbergesiedlung,985,7,3,102,24,40,490,32,91,32,20,10,5,79,0,14,305
126011,MV Nord,"2,163",29,15,337,88,150,866,36,229,72,24,39,14,214,6,38,769
126012,MV Süd,830,10,5,104,31,69,259,15,94,25,26,10,3,67,2,8,258
129900,"Bezirk (Rd), nicht zuzuordnen",741,8,6,64,24,58,335,18,92,58,0,2,1,42,2,7,160
999900,"Stadtgebiet Berlin, nicht zuzuordnen","56,425",98,47,627,189,"1,688","7,787",38,504,391,6,8,3,"1,065",490,734,"2,558"
999999,Berlin (PKS gesamt),"536,695","5,389","3,333","48,254","12,610","23,989","226,393","7,781","38,994","28,754","8,323","3,286","1,125","45,434","7,448","17,502","119,737"
